1000	0.30
2000	0.74
3000	1.40
4000	2.06
5000	2.57
6000	3.35
7000	3.84
8000	4.82
9000	5.41
10000	6.48
11000	7.26
12000	7.52
13000	8.86
14000	9.09
15000	10.72
16000	11.34
17000	12.14
18000	12.53
19000	13.71
20000	15.14
21000	16.17
22000	16.94
23000	17.19
24000	18.20
25000	19.45
26000	20.04
27000	20.52
28000	21.31
29000	23.08
30000	24.41
31000	25.49
32000	26.35
33000	27.42
34000	27.76
35000	29.77
36000	30.77
37000	32.13
38000	33.45
39000	33.81
40000	34.47
41000	37.55
42000	38.54
43000	38.56
44000	37.86
45000	38.72
46000	41.11
47000	42.10
48000	43.60
49000	46.08
50000	46.61
51000	47.23
52000	47.98
53000	48.00
54000	48.80
55000	49.85
56000	51.82
57000	56.72
58000	58.33
59000	58.08
60000	59.29
61000	58.68
62000	60.73
63000	60.98
64000	60.97
65000	61.40
